partner_id,role,FinalCWS,CWS_r,CWS_r,S_P,S_I,S_T,S_R,S_B,S_L,LoanLimit,InterestRate
33,driver,26.291819663687377,52.9702845793996,52.9702845793996,49.34106174610776,58.62689351418745,27.322028137266262,66.45903231963312,56.52992472343238,60.59326772112052,33710.67891063145,0.14047866417649607
34,driver,15.421202262891315,43.56614486189551,43.56614486189551,32.093577072607815,78.30226222149163,69.36594768571702,37.1662241763035,5.354206381154347,65.60380670866537,28658.827314182294,0.16599568564895695
35,driver,42.83136120034542,61.670686871264294,61.670686871264294,49.15618729910591,78.35131500799449,11.629456717360561,64.93226783105018,96.81123239139625,48.87184774031265,56814.82376997327,0.1247025048841295
36,driver,4.284439265068456,32.00831837433215,32.00831837433215,28.37591616845897,49.707509097258075,61.97350503571796,40.02509219697432,6.832348063413763,24.24935509715181,13388.277045713507,0.1757030146364444
37,driver,33.4316323077949,55.63007016519841,55.63007016519841,50.619207960325234,60.859690777058276,77.60605974581904,40.191495805299816,80.1736512363954,5.882385654489646,40735.73243622146,0.14647261978955523
38,driver,10.424089864020946,38.68799969704064,38.68799969704064,47.87981750490258,32.044875842008075,86.89975587952641,51.09067463970037,5.22128756659225,31.944899596772665,15046.43285347707,0.1640305728161289
39,driver,2.43635786257302,30.66532810827857,30.66532810827857,17.996925182128987,2.8997304396705132,43.92866792998138,48.23002781365283,52.162356783120025,10.489528577528125,6321.034437444524,0.1734486282306006
40,driver,7.5978973170700375,35.14844244048383,35.14844244048383,53.62645091775803,58.23757542970356,41.7623397479675,36.03942277943038,18.89652003253251,9.645555046479648,17402.781414678437,0.17438239129321478
41,driver,9.697137441246193,38.777762482172605,38.777762482172605,56.31122897383265,61.56636450107566,14.230960106759198,34.54510211166723,14.31027440650875,63.66107813786826,19811.631413204374,0.1730303115029202
42,driver,12.910562622248142,47.0910488981403,47.0910488981403,38.866294227823495,46.86604315961131,16.10333911747244,54.759561808914405,82.15049417871097,23.60625089214691,19691.36524541355,0.15970965647329466
43,driver,11.45297970767011,45.14289376692882,45.14289376692882,35.255386554810535,36.572262736547835,41.7623397479675,44.986872869208945,47.66146081114179,64.88629244863402,16589.309220604926,0.16605358385772542
44,driver,6.605050493486425,37.430545421363874,37.430545421363874,32.967308016804566,46.095908201407184,64.42014455272589,8.25767742255475,7.579852379129971,80.22091786486688,14687.337427242564,0.18926611079523623
45,driver,20.02294425165464,49.48154309942668,49.48154309942668,44.92773859836909,19.83587617247332,81.96397465685524,65.6630622639375,33.196742122673335,66.30546349986753,18170.146460182452,0.14714552461637664
46,driver,4.241166063980149,30.41534085145181,30.41534085145181,43.55406680921918,63.27989764819177,16.10333911747244,51.38313529175132,13.005174521714164,8.339022970026818,15171.500625912417,0.1700672662901442
47,driver,27.64437899280639,51.17610003564296,51.17610003564296,46.64820537538321,56.92923084741767,90.57697411886583,36.18533627187054,32.385401771571026,54.76601018409494,34340.86054838415,0.15426295287125835
48,driver,26.130162035798936,54.11835213213321,54.11835213213321,66.36504763100928,20.151511168567463,36.840808003162,51.512773156615,76.25131038718219,55.86290204801848,21679.713947983353,0.14811345138589357
49,driver,68.89485503135381,69.94593812878635,69.94593812878635,67.6051739096854,52.75976231185949,50.30661171058109,71.99271022301822,83.58903870467898,85.20443879163305,66912.92765144142,0.09510878985713705
50,driver,18.627986432473982,51.88648077451165,51.88648077451165,27.008035054904575,38.01639082064884,22.430620877766977,92.28593710889265,67.53596135686053,66.66453278389467,21918.18415440388,0.1352290450130797
51,driver,21.396917380406173,50.78410702945005,50.78410702945005,52.788005642119295,54.43946418623673,0.8268564187781119,61.525704279616,42.82243545711621,99.35749696855594,28321.407110198044,0.14784023047978584
52,driver,26.391954207993034,51.576725266691135,51.576725266691135,38.77599339912191,73.83347731786252,78.51246304128173,38.59445124943518,49.93137785534801,30.873178581388853,38529.00743410282,0.1543108201672894
53,driver,42.348728133366784,59.0338206679122,59.0338206679122,54.621568854409865,39.32474905682155,75.23881047286957,62.96331865856334,50.7194974109139,78.54621168605787,39194.791012790534,0.12616961253735154
54,driver,38.21004948695605,57.18011669112473,57.18011669112473,66.29566622115823,49.64397054861842,36.840808003162,61.81143335064675,68.3446225410647,51.804349008035985,40423.60542077785,0.13088423383772058
55,driver,35.78298507658001,55.148619669929765,55.148619669929765,78.18121719241286,29.602024538029244,51.678480347162115,62.88547316175668,69.49874724251532,26.419875016514116,30747.38690268178,0.13277427834254166
56,driver,19.913729206005183,42.81322575715426,42.81322575715426,76.6926776874739,39.32474905682155,70.4755502289159,38.71944290822416,19.02661813919398,20.90340797841967,23162.785818577446,0.16072654933988276
57,driver,3.1572473174788103,28.31937435378531,28.31937435378531,38.43413718569918,59.29401168278802,11.309528949734288,51.87976544922254,6.194307055059734,20.243666318729833,13689.946969894649,0.17090286995790993
58,driver,8.134856525274987,41.678030967890784,41.678030967890784,42.397069344928774,26.100291410131074,24.31259185278003,53.62491143572108,59.45169445969228,34.578086727715586,12562.548758237363,0.1650526877568645
59,driver,43.27966338392153,54.98623830664376,54.98623830664376,74.24995545906083,47.034097439487105,77.3171327688864,52.90258410572632,28.239914861695052,63.735153230972465,43300.23433549786,0.1302690445632153
60,driver,4.0273134193870135,34.10037815160665,34.10037815160665,48.83105899706903,22.165337790052973,11.43734939835102,19.680528209554392,36.438909967987726,58.659957178201076,9541.593245377113,0.1861324224758358
61,driver,41.0365416269319,55.51289793302985,55.51289793302985,51.873507473940926,80.258320179285,61.52825199393711,64.37156262424337,38.199946999872715,50.88737664573189,55788.63984426011,0.12677767706094642
62,driver,4.3104368524803425,33.843534400131766,33.843534400131766,28.100313471269494,63.07474013912138,5.853781275129587,27.592560954858765,3.9434359365528207,94.3282230962957,15206.686229754592,0.1818932826700903
63,driver,9.346332134962115,43.78629408719952,43.78629408719952,26.26990687026773,18.70862753095123,69.36594768571702,42.0721704478171,53.51137235372287,49.466806839215536,12008.251980628496,0.16961758264112936
64,driver,11.378955890462805,45.81304117049866,45.81304117049866,21.966585485263646,43.65701443139561,50.44849716359402,62.76301228552543,70.43090467067775,17.35960934646846,17891.453731517875,0.15723953796677448
65,driver,5.511460213025386,34.72423541652015,34.72423541652015,49.77164234478727,59.37069342695661,3.8601809118639974,34.943621687705615,30.1971449351063,30.25458538222731,15759.407145045006,0.17701672894312181
66,driver,86.52124139758357,76.82325118639355,76.82325118639355,92.96031929341227,53.740460056494335,83.60536312010765,60.10133468824388,81.28293179126372,79.70418084455905,82180.07310360401,0.08342809125829449
67,driver,13.42689446371266,43.79283364139434,43.79283364139434,46.59886722501689,63.51205987001242,22.430620877766977,41.722408228602355,20.76909152380409,82.09782373560724,23544.121572867552,0.1657119014219862
68,driver,7.551100552599661,37.25321670939991,37.25321670939991,52.793280424900026,64.21093376254689,16.10333911747244,17.725603370838797,25.877788637450056,47.378438247012234,18320.43933663302,0.18358609776198095
69,driver,35.92075586425839,60.11506578445651,60.11506578445651,46.69914334013569,31.165986347055064,58.37025764695553,45.006212413067075,75.97008559052614,92.57010997953942,31440.947275139864,0.1415761379292081
70,driver,4.784946301527565,31.861402490586844,31.861402490586844,49.83533918937556,20.477376146186067,84.65012125811862,19.8735966648582,7.316334602434417,19.38667716974636,9745.581297275088,0.18527825536604334
71,driver,13.742930223976806,46.431233887318996,46.431233887318996,50.957446687509986,47.19678949071311,12.174509612465254,50.17250356458285,65.38781860576142,39.903623592667635,20405.82851679477,0.16117081799373179
72,driver,28.686476195390664,53.463289747766545,53.463289747766545,71.07249788418143,34.929150968695744,50.82635632375016,37.73116668078729,74.77842857104491,30.563779268608712,27983.459637335414,0.1524479404642157
73,driver,13.517148002286767,43.1309378600709,43.1309378600709,49.13153543868762,46.922222590804566,66.03660399749602,46.38549228115468,36.777568110481006,17.218575943354914,20173.11847884435,0.1632901058571359
74,driver,60.05660776862485,58.861082557036035,58.861082557036035,92.35915322223853,84.17665743436002,72.71663203614888,52.782876299820956,47.29704107655981,3.628240875588667,77883.22484136002,0.11355195408146469
75,driver,15.702414214888547,47.7139460378232,47.7139460378232,17.499570761356814,74.52210717244357,56.554825743514094,73.72998381698581,56.85531853230602,12.273704481803474,28094.592363103977,0.14743259387661856
76,driver,7.261277210490056,39.60227599988829,39.60227599988829,49.731950480983635,32.0893922002643,34.122779565542885,29.336671245086478,59.561837592179074,15.38559467323342,12977.529882480505,0.17807038716696671
77,driver,24.795364541194846,50.36383744584915,50.36383744584915,57.36192400497221,67.60083266506979,16.10333911747244,59.14891154378227,41.49236651833766,66.74736228489684,35087.72739673466,0.14563017968691402
78,driver,7.312639022327776,37.92424842521234,37.92424842521234,36.71717227353614,53.182893950865825,52.221835724521775,27.67194167644243,20.186439577785137,47.58136712698882,16354.603449021051,0.178851390139451
79,driver,17.816731282205808,44.77223109277989,44.77223109277989,52.994249272082484,87.15601305372385,15.123343014832118,58.5816658705071,41.390119702977174,16.76021988877666,33264.97593190766,0.15289243578254064
80,driver,4.045448159981788,35.417865816999466,35.417865816999466,7.581097275707241,61.21601684888198,0.9008214127338231,71.20605378584304,58.51899505054838,10.408449007943538,14720.950730662704,0.1603515249470967
81,driver,67.78959468733004,69.35195207849333,69.35195207849333,67.64923307820987,37.662109828521,66.03660399749602,74.70196234281464,72.95472591216193,96.11577394223167,56306.8421405453,0.09485942414126265
82,driver,53.96656591305826,61.49954298899229,61.49954298899229,73.55206414448112,39.32474905682155,78.0100660577202,58.341656297644604,58.84527302235828,59.65088109665005,47496.874566820945,0.11686260593811945
83,driver,4.585294353152344,35.605777777223615,35.605777777223615,46.628501399952434,31.653833206545258,0.8268564187781119,15.78249590970243,35.885609911250526,76.50161396304496,11160.638203176248,0.18752345769199644
84,driver,7.463672046022656,40.28488557420923,40.28488557420923,33.64058537170906,45.79580782067624,12.638049208761998,68.61444308830993,47.397056870303665,35.876695098084994,15299.488725726344,0.15822910640982238
85,driver,13.10994946288099,47.37519084419662,47.37519084419662,30.179049198778504,22.986515614231575,68.51464839567878,53.952433415941115,67.81940603021837,31.92429246308276,14953.44781081796,0.15991383382914845
86,driver,4.295206632665114,31.61738240895916,31.61738240895916,46.905205723576444,8.524374574470226,96.77688485314631,13.26491336566056,2.3750991196753177,34.624613871832175,7863.43171220576,0.18907233668450463
87,driver,28.022020018605854,55.81219598124423,55.81219598124423,54.40801911873711,30.39986915229636,51.374046066440606,54.63313405078258,93.17260510813412,26.02358595955709,26063.720858261153,0.14466141295600288
88,driver,7.161952400789774,36.36198519888494,36.36198519888494,58.84009664592657,36.38445821124665,22.61407892695028,42.13276573128796,14.148710037555768,55.519185564967444,13587.89684414036,0.17177166473356625
89,driver,11.219227057455178,40.552661545343724,40.552661545343724,42.68130076232894,71.90271363011031,42.32510227613309,48.41278991017599,30.240431911456227,15.77474836735219,23131.505148100176,0.16457437798745683
90,driver,52.889289883729575,56.006511563386454,56.006511563386454,87.57949761035874,61.43636632632282,93.66663294413895,49.402210126511164,33.29467456867653,18.165454970680944,58293.95889041123,0.12240960505301486
91,driver,15.754943125202939,50.0578038368895,50.0578038368895,30.068635841774373,46.05955376047903,25.527870392567873,36.62320638129455,67.8384065142201,83.68632912068473,21713.257825077675,0.1659334536841498
92,driver,43.750740921655265,62.36821523406866,62.36821523406866,49.41554967351538,71.85970472685023,19.190189406883615,59.2282905701947,96.51940820151135,57.19123502649743,54837.589435035705,0.1266351137932474
93,driver,6.705478278617918,39.206540692891636,39.206540692891636,27.692319154441247,43.02761267734491,27.78991479524965,39.16045986140259,16.470607010186445,98.54924792192074,14293.11835669143,0.1737142917906808
94,driver,0.7897696559163457,18.700077141586448,18.700077141586448,21.643174338770567,22.454205429047317,12.516250656717364,16.843880439744993,7.825483370211601,37.207339016138306,7703.1976060358575,0.19078829012421117
95,driver,26.34450427624223,50.68999603994712,50.68999603994712,49.26354678951278,62.65829235016181,56.58208461631532,39.47450393434931,20.201737608870307,94.32750799015841,35009.244151600054,0.1539182437565831
96,driver,43.27795438818908,59.60186041334648,59.60186041334648,41.08331993653518,55.25633154201792,96.77688485314631,60.884280747225084,60.79606231599024,45.97834064553967,46967.862878550266,0.12627990523819838
97,driver,39.725855658269495,56.07465235731008,56.07465235731008,68.57752102379126,37.76883467963225,63.64589840344352,57.294980608242014,37.99439891430461,80.96327472667397,36670.41993018393,0.1316266540376095
98,driver,6.693372645530266,36.904942381554385,36.904942381554385,49.37204764675993,45.945196272176275,36.43526652912143,20.349829323318247,27.839929252218734,41.72628368726714,14732.095244803362,0.18313171269281062
99,driver,11.504262907479868,42.28083365518401,42.28083365518401,58.9268248814721,24.252328449631435,36.840808003162,61.28828734015621,30.806984458004546,49.69129408853425,14258.97930878,0.15785159342244204
100,driver,1.4240491566541307,24.762346606796065,24.762346606796065,18.762153740121267,29.67024097126652,11.309528949734288,21.21301269677784,16.558923186110597,57.019340835220866,8874.658812851158,0.18796944449495698
101,driver,5.107075720461702,33.62285804429196,33.62285804429196,22.48814978901324,62.14861743563014,78.51246304128173,17.801808010118144,2.4400546413692616,38.197322594508684,15796.873593073846,0.18599202027447923
102,driver,8.56561186034052,38.21040637355117,38.21040637355117,30.672995340187942,87.13634001956282,46.31597795640025,36.54733482305235,30.23293055653751,4.850044653481431,23110.887286398338,0.17316072072813332
103,driver,38.034360520717605,60.809097656688174,60.809097656688174,53.99208800373475,17.225844282356768,44.615386878277576,96.99446891559055,93.91743814696933,44.637608902050424,27177.720410193913,0.11346840502148714
104,driver,63.476904161985395,65.83203881465295,65.83203881465295,57.75146900837672,50.659794613215574,96.77688485314631,61.210000866375104,49.82481896844082,90.13245084743761,61182.5565463473,0.10591809540482706
105,driver,41.01288941486019,59.15865767789019,59.15865767789019,63.39121045061369,33.2031646937219,61.52825199393711,83.89333833001443,91.23848543827263,4.411368896406539,35619.53400977232,0.11704044142013259
106,driver,37.58616791256182,59.36929319395036,59.36929319395036,60.71224721358882,43.13420076237354,22.430620877766977,57.394348491215695,76.43482030743083,84.06892369119807,37317.88174229188,0.13371665784183034
107,driver,51.819344831527495,60.67011633186219,60.67011633186219,80.09161458144474,57.72907662505559,32.98936599436991,76.09601493404982,84.72416897591133,15.555301854829974,55432.509022631995,0.1101326477014476
108,driver,32.29213055951373,57.33114734861525,57.33114734861525,51.17596721964567,23.28601995851406,86.56083695172994,50.38126477275838,85.46977591898539,28.194993067100537,26261.095793351124,0.14251723705410707
109,driver,35.91242450308563,57.33066031148857,57.33066031148857,53.529599672865224,46.86604315961131,54.65555244242491,53.49955955205044,58.86345202605094,75.54188584872405,37516.16001101853,0.13733779572088917
110,driver,20.83767086936695,54.34150745437201,54.34150745437201,37.889842913161694,19.19438703126281,8.161793108032823,81.697811374521,93.38585848746892,68.45137814865872,18454.237606846662,0.13831342344337258
111,driver,7.760753518216927,35.14243793356952,35.14243793356952,36.44590919887026,60.07572723701557,81.96397465685524,39.39388724636767,4.312480142868878,9.805549922739425,17841.737423101207,0.17254230285859926
112,driver,3.9725340536628857,31.795811877272946,31.795811877272946,42.20182797549267,49.68349529805139,23.203453647207674,30.825983431488908,20.32167448189284,29.91269245095683,13136.318167082365,0.18061447423059268
113,driver,72.71377736662585,70.98924936837692,70.98924936837692,66.08040581824628,45.12467305500357,96.77688485314631,67.709986124186,92.24942331257598,44.14658981215867,64847.46169425717,0.09343122957128114
114,driver,18.56909109964808,43.20744239893359,43.20744239893359,85.91088271108794,15.740429155091533,81.80711759959462,29.794376042699604,36.55089156169791,2.6553565479094003,16339.963058795995,0.16653372087900215
115,driver,3.88260832573343,33.806037803339954,33.806037803339954,25.57198430673367,44.1013099733833,33.711419188967845,31.237043261109548,34.32688241681321,34.67336972159184,12332.999233858971,0.18049887004371182
116,driver,56.30516879351449,61.28912828186741,61.28912828186741,70.44290781403949,61.928170804430096,89.96543873804814,55.90826194310631,73.81704241882362,4.414076040599456,61609.893479585066,0.11574070023493237
117,driver,20.253911033289,52.20407399353079,52.20407399353079,31.143432745254266,54.533934685374724,51.678480347162115,43.85890592043959,78.67931892736344,38.223302681405904,27391.161573155256,0.1578166360064912
118,driver,3.3386133709157613,30.938146956773725,30.938146956773725,31.018524466957548,25.76489361319779,78.57960507894076,28.466142601942227,24.59786090887948,0.918236062984316,9600.086856224036,0.18242831532811313
119,driver,52.23740119598656,58.24842774544879,58.24842774544879,82.35702827013036,60.51578324039436,68.10485823183072,45.06786313595549,47.56081439545109,45.5514617387609,57236.036784976786,0.1252286672360357
120,driver,8.908953195413316,39.5990351093812,39.5990351093812,44.442875276612526,71.26314863541211,14.230960106759198,22.856253544444257,20.410874250316287,72.86488173568576,20768.936587711887,0.17966292003236456
121,driver,55.314114331462626,67.72872474923471,67.72872474923471,69.82625205037536,15.53740135138862,25.527870392567873,87.94463108493879,96.24752403613314,95.89981252898488,35554.886625840176,0.10071357012606798
122,driver,35.74781802733498,57.38405559585314,57.38405559585314,35.57944857970775,67.42540018602782,82.93938808761064,55.13395726948982,72.50546646428936,24.55063414699242,45324.154719699654,0.1366852033379201
123,driver,54.51066556583402,65.23687397220301,65.23687397220301,73.26988464534159,32.84294278925204,34.76933826000017,64.5071724201592,84.54968536306866,86.85447031644948,44410.88586992071,0.11323574822408641
124,driver,5.095819371744048,36.8274318199654,36.8274318199654,9.048386174957065,70.33498212128433,32.98936599436991,39.615305904300236,35.76821359912288,40.027866552188314,16939.140876065343,0.17509652767610584
125,driver,19.385274588610233,53.06773457268752,53.06773457268752,42.91088306319252,24.58138461291843,12.138461205963722,43.216587997281174,78.854630940012,99.574336358692,19024.383420653237,0.1590064314127492
126,driver,61.88421837808376,65.64286266985104,65.64286266985104,80.21071544159102,47.19907973599066,64.42014455272589,41.15910432515474,86.22414626594717,53.112807743678694,57840.62058584564,0.11753622945933889
127,driver,4.66842697420111,33.24805350904087,33.24805350904087,30.41079988310758,31.543680494065597,96.77688485314631,15.842624000650673,6.2856757341876035,33.68993942916496,11199.81379015962,0.18741026102547356
128,driver,2.402755800164992,27.81025164237053,27.81025164237053,30.179049198778504,47.944732769791266,12.918447114326925,37.640393625344636,7.221415962680465,46.175630521741304,11677.171475044932,0.17877704738716269
129,driver,46.95488659853424,60.755806637133304,60.755806637133304,66.02010081418887,42.89042475339331,52.15345193927574,71.8039280296732,74.4372631269788,49.26546560915638,44182.31735842141,0.11714314938662915
130,driver,26.616618726793412,49.32278587762529,49.32278587762529,57.694355645407846,37.42010231259903,90.57697411886583,35.75976406405992,5.72970999580291,93.4309414006282,27356.630489753654,0.15550349924117662
131,driver,17.676529595426477,48.04444653952348,48.04444653952348,31.18548415076421,70.10728126820403,46.31597795640025,75.52971321293943,54.62070861193706,14.99218513438851,28995.36742252936,0.1445586137981038
132,driver,16.192724458251753,48.34073379018059,48.34073379018059,51.982420945800456,7.164952305809807,68.76881291822893,45.03756693382021,47.6322459218897,68.54175815866571,13121.74580143763,0.16128849207483814
133,driver,10.583510545390066,45.0405218435835,45.0405218435835,21.335803889500966,60.83449520557612,12.918447114326925,73.19827347474434,69.95360801144928,25.766273171041547,20467.593910967207,0.1528173527172378
134,driver,10.21228660123393,39.950068787217745,39.950068787217745,51.008105834494806,50.250740258011184,66.03660399749602,24.15926771329909,37.559152819293324,6.910718455089166,18215.38835780648,0.17770807954211654
135,driver,2.2868479268420607,28.698396322076718,28.698396322076718,20.211970004860582,29.252550829702425,40.728420817881286,16.99256338354616,1.303590011051688,81.32060576850532,9375.163335465044,0.18921687038138488
136,driver,54.05155901790009,59.628816694111904,59.628816694111904,77.29547050433449,60.58491624484242,84.22128156214364,32.26900800295405,52.057829946648965,47.386425901780356,58876.78863966535,0.12981393698062288
137,driver,68.63949554122605,68.30343322667062,68.30343322667062,62.13305335405542,46.79743393744806,87.02904156809905,74.22874996962551,58.1388141277884,90.68905845870943,62832.759674957524,0.09424612947396119
138,driver,17.023027747522658,45.19427692070813,45.19427692070813,53.2932651650414,31.598614532585398,96.77688485314631,28.16295179283051,23.433845522478823,47.380991249210375,19272.305288039395,0.1688954963560621
139,driver,73.09811623671382,71.95892697053391,71.95892697053391,58.55534054292398,72.86211404605703,72.04142189069063,44.192240261889076,89.13765994777482,80.63967642616706,84134.12415362222,0.10480576363234166
140,driver,2.9257316643849713,28.085846345571827,28.085846345571827,27.85745113637357,46.01282687652243,63.460541539962094,34.07653505476257,1.5099474149375205,14.55885878830681,11848.544829890274,0.18003600080823373
141,driver,44.917053437152724,59.38640772454295,59.38640772454295,50.91176146763659,78.64758211756306,55.405682824752745,40.79145186607048,55.368709873641386,75.84766151121461,59092.520776036894,0.13468722062981203
142,driver,19.10199388285353,50.95784245152115,50.95784245152115,58.925229167871485,20.970905568141124,34.76933826000017,40.837902524770314,74.67285344697422,56.143353082447355,17942.57698899977,0.16047905485476133
143,driver,18.675918003842487,47.91125493699981,47.91125493699981,35.420281279801834,55.25633154201792,64.42014455272589,60.903363165330504,27.267045078756063,63.059786952634894,26251.70209231368,0.15087240041349226
144,driver,30.866853716895214,53.20387924795314,53.20387924795314,51.391044972725254,76.96024076380905,36.840808003162,47.64654196298929,43.60009651749787,68.43816448589172,44046.929512527226,0.14530987530161016
145,driver,28.706243995236157,55.940623725664544,55.940623725664544,58.83156763772296,13.232595503417969,56.908772704821246,76.07490325429846,92.55031799091253,17.087789542630517,20844.622070127312,0.1332563043776146
146,driver,78.48613890978778,70.64056066588996,70.64056066588996,88.5793708586736,51.0722184341847,89.72930138899146,62.317407115498725,60.25414330966441,73.56280837717563,73569.36725098515,0.09035515753246287
147,driver,11.884090662325,45.788603273748215,45.788603273748215,16.85369913188353,72.55840375444406,12.083393867150303,71.38377489646236,46.21259913687388,66.2631000998405,23907.80182862557,0.15242402188944384
